70
0 2 4
12 10 62
12 13 58
12 15 69
12 16 18
12 17 43
12 18 34
12 19 7
12 20 31
12 21 51
12 24 5
12 25 48
12 26 54
12 29 33
12 30 15
12 31 12
12 32 17
12 35 9
12 38 32
12 39 55
12 40 47
12 42 22
12 43 36
12 49 2
12 50 25
12 55 57
12 56 21
12 57 37
12 59 64
12 62 11
12 64 30
12 69 53
13 0 17
13 2 1
13 3 38
13 4 11
13 5 15
13 8 0
13 14 28
13 17 20
13 21 45
13 22 5
13 25 14
13 26 66
13 30 22
13 31 7
13 34 43
13 35 18
13 36 27
13 40 35
13 43 13
13 45 58
13 46 63
13 48 53
13 49 8
13 50 68
13 51 69
13 52 52
13 56 19
13 58 41
13 59 62
13 60 37
13 63 36
13 64 46
13 67 16
14 2 54
14 4 63
14 6 23
14 8 14
14 9 27
14 20 45
14 21 42
14 23 29
14 25 43
14 26 17
14 27 12
14 28 47
14 30 50
14 33 46
14 39 3
14 40 31
14 41 15
14 43 30
14 45 64
14 46 24
14 48 33
14 49 65
14 55 10
14 57 36
14 63 1
14 64 38
14 66 51
14 68 69
14 69 58
15 2 45
15 3 47
15 5 52
15 7 29
15 9 65
15 10 35
15 12 54
15 15 30
15 19 12
15 21 55
15 23 36
15 26 67
15 27 0
15 32 18
15 33 58
15 34 14
15 35 7
15 40 56
15 48 64
15 50 10
15 51 15
15 56 37
15 59 24
15 62 17
15 65 46
16 5 46
16 6 68
16 9 10
16 12 65
16 13 2
16 15 34
16 16 16
16 17 33
16 20 11
16 22 57
16 23 5
16 24 51
16 26 35
16 27 29
16 28 63
16 29 0
16 30 58
16 31 60
16 34 39
16 35 55
16 38 7
16 39 56
16 42 49
16 45 53
16 46 17
16 48 24
16 52 1
16 53 26
16 55 44
16 57 69
16 59 14
16 62 61
16 66 50
16 69 19
17 7 41
17 9 22
17 11 67
17 15 32
17 16 29
17 17 47
17 20 64
17 21 34
17 22 48
17 25 3
17 27 8
17 30 65
17 31 46
17 37 6
17 40 20
17 41 68
17 44 39
17 45 36
17 46 21
17 47 10
17 54 17
17 55 37
17 56 60
17 57 55
17 60 45
17 63 27
17 65 16
17 68 28
17 69 61
18 0 27
18 2 63
18 4 26
18 7 67
18 8 41
18 13 22
18 14 51
18 15 50
18 17 4
18 18 54
18 19 35
18 20 43
18 21 33
18 23 31
18 26 36
18 28 16
18 30 69
18 32 25
18 34 34
18 38 9
18 39 64
18 41 17
18 42 10
18 44 1
18 45 60
18 50 32
18 51 52
18 54 62
18 56 30
18 58 57
18 59 8
18 60 28
18 61 61
18 65 40
18 66 12
19 0 23
19 1 28
19 5 12
19 9 60
19 14 66
19 19 56
19 21 5
19 27 2
19 32 39
19 33 32
19 34 41
19 36 45
19 37 50
19 38 49
19 39 9
19 48 22
19 50 57
19 53 19
19 55 8
19 59 46
19 60 34
19 61 48
19 62 1
19 63 67
19 66 13
20 0 69
20 2 47
20 3 20
20 5 55
20 7 6
20 14 0
20 16 30
20 18 62
20 35 17
20 37 60
20 39 29
20 46 59
20 48 37
20 49 1
20 50 38
20 52 14
20 59 40
20 61 18
20 62 65
20 67 34
20 68 36
20 69 44
21 0 32
21 1 60
21 2 12
21 5 22
21 6 61
21 7 59
21 10 58
21 13 30
21 15 27
21 16 3
21 20 65
21 21 13
21 23 50
21 25 36
21 26 20
21 29 24
21 33 16
21 35 54
21 36 62
21 38 19
21 39 41
21 46 46
21 47 31
21 49 47
21 53 42
21 57 23
21 58 68
21 59 48
21 60 67
21 64 8
21 67 37
21 68 35
22 2 69
22 5 58
22 7 10
22 8 64
22 18 45
22 20 41
22 21 6
22 24 59
22 26 24
22 27 37
22 31 2
22 36 30
22 38 55
22 42 57
22 43 27
22 44 53
22 46 60
22 47 0
22 51 65
22 55 32
22 65 21
22 68 40
23 0 13
23 7 56
23 9 5
23 14 26
23 15 38
23 16 28
23 20 29
23 23 55
23 25 42
23 29 54
23 37 46
23 40 23
23 42 9
23 44 20
23 45 33
23 51 19
23 52 65
23 53 58
23 58 14
23 59 52
23 60 22
23 64 36
23 66 21
23 67 39
23 68 30
24 6 5
24 10 63
24 13 21
24 20 38
24 21 46
24 26 57
24 27 23
24 28 64
24 34 22
24 42 11
24 43 43
24 45 20
24 47 3
24 48 14
24 54 27
24 55 50
24 56 62
24 57 60
24 60 36
24 62 55
24 64 29
24 69 40
25 6 17
25 9 29
25 10 55
25 15 68
25 20 33
25 21 63
25 22 24
25 26 37
25 29 69
25 32 60
25 35 43
25 37 47
25 47 14
25 57 3
25 58 66
25 59 44
25 61 53
25 67 58
26 0 3
26 1 21
26 2 8
26 6 9
26 9 0
26 14 63
26 15 29
26 16 51
26 18 38
26 20 36
26 26 27
26 28 15
26 30 20
26 34 52
26 37 18
26 38 33
26 40 67
26 42 5
26 43 42
26 44 11
26 45 4
26 48 30
26 49 55
26 51 46
26 52 59
26 53 66
26 57 44
26 62 45
26 64 19
26 65 13
26 66 37
26 67 22
26 68 14
27 0 29
27 4 39
27 5 63
27 6 36
27 15 58
27 17 42
27 19 13
27 20 16
27 27 18
27 29 68
27 32 6
27 34 69
27 36 61
27 40 12
27 44 23
27 45 26
27 47 54
27 49 5
27 50 55
27 53 1
27 57 32
27 59 56
27 61 57
27 66 25
27 69 34
28 2 2
28 7 51
28 9 66
28 10 43
28 11 15
28 12 0
28 15 67
28 18 7
28 21 61
28 24 41
28 28 60
28 29 64
28 30 37
28 31 49
28 33 4
28 34 40
28 35 6
28 36 57
28 38 17
28 39 14
28 44 63
28 46 11
28 47 52
28 56 1
28 61 23
29 1 15
29 3 27
29 4 5
29 5 51
29 11 69
29 13 11
29 15 0
29 16 24
29 23 47
29 24 37
29 26 61
29 28 45
29 33 59
29 34 8
29 36 38
29 42 64
29 46 7
29 48 57
29 57 25
29 58 3
29 62 6
29 65 1
29 66 26
29 68 41
29 69 62
30 0 59
30 4 40
30 8 6
30 17 8
30 19 54
30 20 62
30 21 12
30 22 1
30 27 48
30 32 5
30 34 42
30 36 29
30 37 63
30 39 52
30 46 58
30 51 37
30 53 9
30 54 55
30 58 56
30 59 43
30 60 18
30 62 49
30 65 34
30 67 57
30 68 45
30 69 64
31 3 60
31 11 31
31 13 47
31 16 20
31 19 14
31 24 4
31 28 56
31 29 19
31 37 2
31 38 38
31 41 46
31 44 50
31 46 8
31 47 12
31 52 66
31 53 62
31 56 51
31 57 27
31 60 13
31 63 9
31 65 67
31 67 53
31 69 29
32 1 13
32 3 46
32 5 36
32 8 50
32 10 42
32 14 4
32 15 56
32 18 17
32 19 63
32 22 60
32 27 15
32 28 2
32 29 14
32 30 67
32 33 26
32 35 16
32 38 61
32 41 54
32 44 41
32 45 48
32 46 35
32 48 29
32 50 6
32 51 0
32 53 21
32 54 53
32 55 3
32 59 31
32 60 47
32 65 10
32 67 1
33 2 27
33 9 39
33 12 51
33 13 16
33 14 13
33 18 33
33 20 26
33 22 22
33 23 17
33 25 69
33 30 42
33 32 65
33 34 56
33 36 67
33 40 29
33 41 10
33 43 54
33 44 12
33 45 5
33 47 66
33 48 23
33 49 68
33 51 59
33 52 48
33 58 1
33 61 38
33 62 20
33 63 28
33 66 61
33 68 0
34 3 23
34 5 5
34 6 32
34 8 29
34 9 19
34 10 6
34 11 26
34 12 37
34 13 38
34 18 64
34 19 16
34 20 61
34 24 49
34 27 66
34 28 9
34 33 42
34 38 18
34 46 28
34 47 40
34 48 4
34 49 67
34 51 62
34 52 53
34 56 24
34 62 12
34 65 56
34 66 55
34 67 8
35 1 2
35 4 27
35 8 12
35 11 58
35 13 34
35 16 67
35 17 38
35 18 42
35 19 44
35 20 30
35 24 64
35 26 39
35 27 3
35 28 0
35 30 19
35 31 57
35 34 18
35 35 5
35 36 15
35 37 31
35 38 50
35 39 68
35 44 21
35 45 28
35 46 29
35 56 23
35 58 7
35 59 1
35 63 8
35 64 51
35 68 55
36 6 37
36 9 17
36 11 46
36 14 36
36 16 41
36 23 54
36 25 16
36 28 31
36 29 9
36 31 6
36 32 29
36 34 50
36 35 33
36 39 47
36 41 45
36 42 19
36 44 4
36 55 35
36 56 59
36 57 34
36 58 58
36 60 30
36 61 5
36 62 13
36 65 11
36 67 65
36 68 63
36 69 0
37 2 30
37 3 10
37 4 35
37 6 47
37 7 7
37 8 21
37 10 67
37 16 44
37 21 53
37 22 27
37 26 46
37 27 39
37 31 65
37 36 1
37 40 69
37 41 2
37 42 51
37 43 55
37 46 13
37 49 40
37 53 28
37 54 48
37 55 56
37 56 58
37 58 62
37 59 29
37 63 17
37 64 61
37 65 43
38 0 62
38 4 13
38 6 65
38 7 54
38 10 60
38 12 59
38 15 43
38 18 27
38 19 9
38 20 17
38 26 49
38 29 50
38 31 51
38 32 26
38 35 41
38 37 11
38 38 2
38 40 44
38 41 47
38 45 8
38 49 64
38 51 30
38 52 25
38 54 61
38 56 15
38 60 19
38 62 23
38 63 45
38 65 55
39 1 22
39 3 58
39 4 45
39 6 28
39 7 57
39 8 46
39 9 25
39 11 30
39 13 19
39 15 36
39 16 53
39 21 8
39 22 15
39 23 35
39 24 66
39 25 31
39 27 10
39 32 3
39 33 11
39 37 67
39 39 4
39 46 51
39 52 9
39 53 44
39 54 0
39 55 18
39 56 34
39 57 17
39 60 42
39 61 2
39 62 24
39 66 39
39 68 49
40 1 25
40 2 64
40 4 22
40 10 49
40 13 1
40 14 46
40 18 35
40 21 60
40 22 30
40 24 6
40 25 52
40 26 68
40 28 24
40 29 11
40 31 10
40 33 43
40 36 50
40 37 41
40 40 63
40 46 42
40 51 17
40 52 58
40 61 31
40 62 54
40 63 15
40 64 69
40 68 59
41 3 1
41 9 20
41 10 45
41 17 0
41 21 30
41 22 56
41 23 2
41 30 11
41 33 31
41 34 16
41 35 23
41 36 43
41 38 59
41 41 18
41 42 62
41 46 12
41 47 8
41 50 54
41 51 27
41 55 4
41 59 67
41 64 40
41 65 69
41 69 26
42 4 32
42 7 30
42 9 58
42 16 69
42 18 63
42 24 29
42 26 6
42 28 54
42 30 52
42 33 27
42 34 53
42 35 15
42 37 25
42 41 33
42 46 47
42 47 43
42 51 13
42 54 59
42 57 35
42 58 10
42 63 62
42 64 26
42 67 20
42 69 12
43 0 9
43 3 48
43 6 0
43 9 7
43 14 12
43 17 25
43 20 13
43 21 22
43 25 56
43 28 35
43 29 27
43 31 30
43 36 34
43 40 15
43 41 26
43 43 29
43 44 62
43 45 40
43 47 5
43 50 64
43 52 68
43 54 18
43 56 4
43 59 28
43 60 8
43 64 1
43 65 24
43 68 11
43 69 69
44 1 55
44 3 36
44 5 47
44 9 12
44 10 51
44 17 31
44 20 15
44 22 23
44 23 59
44 24 22
44 27 16
44 30 29
44 34 24
44 35 8
44 36 13
44 37 26
44 42 6
44 48 11
44 50 9
44 51 5
44 52 21
44 54 65
44 58 0
44 60 38
44 61 45
44 63 25
44 68 43
45 5 31
45 6 43
45 10 0
45 13 3
45 14 48
45 15 64
45 17 45
45 18 13
45 20 59
45 25 63
45 29 15
45 30 41
45 36 56
45 37 1
45 40 46
45 41 62
45 42 42
45 43 50
45 49 54
45 50 53
45 51 12
45 52 67
45 56 39
45 57 58
45 58 21
45 59 37
45 61 6
45 65 28
45 66 9
45 69 11
46 0 64
46 2 66
46 4 56
46 6 13
46 7 27
46 9 15
46 15 3
46 16 36
46 18 21
46 20 20
46 26 53
46 30 60
46 37 48
46 38 23
46 39 33
46 45 52
46 46 69
46 48 26
46 50 58
46 51 63
46 53 55
46 57 43
46 58 67
46 61 42
46 67 24
46 69 2
47 2 52
47 5 53
47 6 4
47 10 32
47 12 29
47 13 56
47 15 19
47 19 62
47 22 50
47 28 7
47 31 48
47 33 66
47 35 24
47 36 68
47 37 37
47 39 6
47 41 22
47 42 27
47 46 40
47 47 63
47 51 9
47 53 16
47 54 1
47 62 26
47 63 38
47 64 18
47 66 17
47 67 0
47 68 34
48 2 61
48 3 5
48 7 42
48 9 50
48 10 39
48 11 0
48 15 13
48 18 30
48 20 63
48 21 24
48 24 23
48 25 49
48 29 34
48 31 41
48 32 31
48 35 19
48 36 48
48 38 53
48 42 26
48 43 46
48 44 37
48 45 68
48 46 2
48 48 66
48 51 10
48 55 58
48 56 17
48 63 14
48 67 7
48 68 64
49 1 57
49 6 1
49 8 61
49 15 60
49 21 32
49 23 19
49 25 33
49 26 42
49 27 41
49 33 56
49 34 65
49 39 39
49 42 43
49 44 22
49 45 27
49 51 3
49 56 0
49 57 45
49 58 49
49 59 25
49 60 35
49 62 2
49 64 15
49 68 17
50 1 64
50 4 0
50 5 1
50 6 55
50 7 50
50 10 33
50 12 31
50 14 19
50 16 65
50 22 35
50 28 6
50 31 4
50 33 40
50 35 69
50 37 32
50 40 30
50 41 52
50 43 16
50 44 3
50 46 9
50 47 37
50 48 5
50 55 54
50 61 68
50 62 36
50 64 10
50 65 60
50 69 27
51 1 53
51 2 60
51 6 50
51 8 56
51 9 9
51 10 38
51 11 1
51 12 42
51 13 6
51 15 21
51 16 66
51 17 48
51 19 0
51 24 36
51 26 44
51 28 8
51 29 25
51 30 23
51 31 27
51 35 40
51 36 20
51 37 49
51 38 10
51 39 28
51 40 57
51 43 26
51 44 18
51 45 11
51 46 55
51 52 32
51 57 14
51 61 62
51 62 52
51 68 22
52 0 36
52 2 62
52 4 25
52 7 65
52 8 59
52 11 5
52 13 54
52 15 46
52 16 14
52 17 30
52 19 48
52 24 39
52 27 17
52 31 63
52 34 3
52 35 42
52 37 40
52 38 15
52 43 18
52 45 57
52 47 27
52 49 38
52 50 26
52 52 47
52 53 31
52 56 52
52 69 24
53 0 15
53 4 69
53 7 46
53 8 58
53 10 19
53 12 20
53 13 43
53 15 59
53 17 66
53 20 23
53 22 18
53 24 11
53 27 53
53 28 68
53 29 8
53 33 36
53 35 1
53 37 35
53 39 2
53 40 9
53 41 61
53 43 6
53 48 47
53 53 50
53 54 29
53 55 38
53 61 41
53 62 42
53 65 5
53 67 27
53 68 51
53 69 49
54 3 43
54 6 15
54 8 38
54 10 20
54 12 24
54 14 47
54 15 4
54 18 50
54 20 27
54 23 58
54 27 42
54 36 66
54 38 11
54 39 12
54 43 9
54 45 61
54 52 39
54 59 23
54 62 40
54 69 18
55 1 68
55 2 32
55 7 40
55 8 37
55 15 62
55 16 59
55 19 58
55 24 0
55 25 13
55 27 69
55 30 56
55 31 15
55 32 42
55 34 31
55 38 66
55 40 43
55 42 50
55 43 12
55 44 65
55 45 17
55 47 67
55 48 36
55 52 35
55 54 39
55 60 51
55 61 28
55 65 29
55 66 33
55 68 54
56 0 45
56 4 14
56 9 23
56 13 28
56 14 15
56 17 51
56 20 54
56 24 56
56 27 9
56 28 42
56 32 57
56 33 29
56 34 48
56 35 36
56 37 30
56 38 0
56 39 69
56 42 44
56 45 1
56 49 6
56 51 58
56 52 18
56 54 32
56 55 49
56 58 47
56 59 10
56 63 35
56 64 50
56 67 64
57 3 22
57 9 69
57 14 39
57 15 41
57 19 26
57 24 60
57 27 49
57 29 38
57 31 35
57 34 29
57 47 21
57 50 1
57 52 45
57 54 8
57 61 0
57 62 27
57 64 63
57 67 66
58 1 9
58 2 50
58 3 16
58 8 60
58 10 13
58 22 68
58 23 3
58 24 32
58 26 10
58 29 1
58 31 45
58 32 20
58 33 15
58 34 30
58 35 47
58 37 58
58 38 35
58 39 24
58 41 4
58 44 19
58 45 38
58 46 49
58 53 18
58 57 67
58 59 65
58 61 69
58 66 29
58 67 12
58 68 21
59 1 33
59 3 32
59 5 38
59 7 12
59 8 28
59 10 66
59 13 10
59 14 62
59 17 13
59 22 17
59 24 44
59 26 1
59 27 57
59 30 26
59 33 14
59 36 5
59 39 59
59 41 27
59 43 15
59 45 51
59 47 18
59 54 16
59 56 31
59 57 7
59 59 11
59 61 3
59 65 4
59 68 9
60 0 1
60 3 33
60 5 20
60 10 34
60 11 65
60 12 43
60 19 22
60 24 8
60 25 21
60 30 36
60 32 4
60 33 57
60 34 62
60 35 53
60 40 5
60 41 16
60 42 15
60 47 24
60 50 12
60 52 50
60 53 59
60 54 51
60 55 27
60 58 37
60 62 64
60 64 6
60 65 45
60 66 49
60 68 66
60 69 46
61 1 41
61 7 20
61 8 43
61 14 61
61 15 8
61 21 67
61 22 53
61 27 58
61 32 46
61 33 2
61 34 33
61 40 0
61 42 47
61 43 51
61 44 25
61 46 64
61 48 1
61 49 42
61 50 18
61 51 22
61 58 27
61 59 66
61 62 15
61 63 52
61 65 38
61 67 17
61 69 36
62 1 37
62 5 27
62 6 58
62 9 51
62 10 65
62 11 22
62 18 59
62 19 52
62 20 10
62 21 7
62 23 21
62 24 57
62 27 33
62 30 12
62 31 40
62 32 30
62 34 20
62 38 48
62 39 19
62 41 34
62 42 32
62 44 8
62 47 13
62 49 0
62 50 43
62 53 38
62 54 28
62 61 15
62 64 53
62 65 3
62 66 6
62 68 62
63 2 68
63 6 7
63 7 31
63 10 47
63 15 26
63 19 27
63 20 6
63 22 12
63 23 43
63 24 21
63 25 19
63 26 69
63 32 14
63 34 35
63 36 51
63 37 33
63 39 0
63 45 18
63 50 20
63 54 22
63 56 63
63 58 9
63 60 64
63 63 57
63 64 54
63 65 66
64 13 66
64 14 2
64 16 64
64 18 14
64 21 15
64 22 31
64 23 12
64 26 16
64 27 1
64 32 8
64 34 59
64 35 46
64 39 30
64 41 50
64 44 5
64 45 69
64 47 44
64 50 34
64 56 36
64 57 18
64 59 3
64 60 24
64 61 60
64 64 32
64 68 39
65 0 4
65 2 37
65 6 25
65 7 14
65 9 31
65 10 41
65 24 1
65 26 26
65 27 68
65 31 24
65 32 27
65 33 34
65 37 15
65 39 53
65 41 48
65 46 18
65 47 49
65 54 45
65 56 69
65 59 38
65 64 5
65 65 39
65 67 29
66 2 10
66 5 35
66 8 9
66 10 1
66 16 58
66 20 60
66 24 28
66 29 48
66 34 57
66 36 0
66 38 21
66 40 8
66 43 2
66 51 43
66 53 30
66 54 24
66 55 61
66 58 17
66 65 52
67 0 35
67 2 55
67 5 66
67 7 36
67 13 15
67 15 23
67 16 68
67 17 11
67 19 51
67 20 40
67 22 64
67 23 28
67 24 26
67 26 22
67 27 61
67 31 53
67 35 62
67 38 29
67 44 31
67 46 45
67 47 30
67 48 69
67 50 42
67 51 44
67 55 21
67 56 12
67 59 58
67 61 47
67 64 33
67 66 27
67 67 52
67 69 41
68 2 29
68 5 26
68 7 68
68 8 3
68 9 41
68 11 14
68 12 57
68 14 37
68 18 23
68 20 49
68 22 58
68 23 39
68 26 52
68 27 45
68 28 27
68 30 2
68 41 67
68 42 63
68 46 0
68 49 24
68 53 15
68 57 51
68 58 4
68 59 9
68 60 62
68 61 64
68 62 16
68 64 21
68 66 19
68 67 56
68 69 30
69 2 13
69 3 45
69 4 58
69 5 8
69 13 24
69 16 61
69 21 21
69 22 52
69 27 62
69 29 43
69 31 28
69 34 32
69 35 57
69 36 12
69 37 36
69 44 51
69 45 6
69 47 47
69 51 66
69 53 17
69 54 9
69 55 1
69 56 44
69 58 5
69 59 41
69 60 4
69 61 10
69 63 64
69 64 23
69 65 19
69 69 63
