70
0 2 4
7 15 37
7 16 6
7 17 29
7 20 44
7 21 26
7 22 63
7 24 27
7 25 41
7 27 13
7 28 20
7 29 30
7 30 61
7 33 64
7 35 38
7 36 18
7 38 3
7 40 24
7 44 28
7 45 55
7 46 57
7 47 58
7 48 10
7 49 14
7 51 16
7 52 0
7 54 25
7 56 65
7 59 54
7 60 15
7 62 67
7 63 2
7 64 11
7 66 31
7 67 47
7 68 8
7 69 21
8 0 56
8 1 58
8 2 44
8 4 38
8 5 17
8 6 8
8 8 48
8 9 62
8 10 68
8 16 45
8 18 47
8 20 9
8 23 64
8 24 42
8 25 65
8 26 63
8 27 59
8 28 52
8 29 40
8 30 10
8 31 18
8 33 13
8 35 26
8 36 7
8 37 12
8 38 6
8 41 57
8 42 29
8 43 31
8 44 24
8 45 22
8 47 50
8 48 43
8 49 27
8 52 3
8 55 30
8 56 33
8 57 41
8 60 46
8 61 16
8 65 36
8 66 53
8 67 69
8 68 2
9 0 63
9 2 19
9 3 14
9 4 28
9 5 54
9 6 38
9 7 62
9 8 68
9 9 40
9 11 17
9 13 41
9 14 49
9 15 18
9 16 25
9 17 53
9 18 15
9 19 3
9 20 34
9 21 9
9 22 36
9 23 61
9 25 1
9 26 4
9 28 66
9 29 65
9 30 0
9 31 56
9 32 69
9 35 13
9 37 24
9 39 26
9 40 50
9 41 32
9 42 55
9 43 59
9 44 2
9 46 16
9 47 39
9 48 60
9 50 67
9 51 64
9 52 7
9 54 12
9 56 20
9 59 33
9 60 57
9 61 35
9 63 6
9 64 27
9 65 51
9 66 5
9 67 48
9 68 23
10 0 6
10 2 22
10 3 61
10 4 55
10 6 11
10 7 4
10 8 5
10 9 35
10 10 24
10 11 36
10 12 62
10 13 37
10 16 56
10 17 16
10 18 39
10 19 17
10 21 3
10 24 12
10 25 0
10 26 38
10 27 67
10 28 21
10 29 63
10 33 20
10 34 28
10 35 60
10 36 59
10 37 43
10 38 69
10 39 58
10 40 33
10 41 1
10 42 13
10 43 48
10 44 47
10 45 44
10 46 32
10 48 27
10 49 30
10 50 8
10 51 40
10 52 46
10 53 65
10 55 45
10 57 19
10 59 49
10 60 10
10 61 51
10 62 66
10 64 64
10 65 26
10 67 23
10 68 31
11 0 57
11 1 46
11 2 0
11 3 55
11 4 18
11 5 69
11 6 24
11 8 44
11 10 5
11 11 42
11 12 38
11 13 31
11 16 17
11 18 61
11 19 21
11 20 56
11 22 28
11 23 7
11 24 30
11 26 12
11 27 63
11 29 45
11 30 33
11 31 59
11 34 36
11 35 27
11 36 53
11 37 20
11 38 39
11 39 43
11 40 10
11 41 66
11 42 16
11 43 1
11 44 40
11 45 29
11 48 32
11 49 60
11 50 51
11 52 11
11 53 37
11 54 52
11 56 14
11 57 4
11 60 50
11 61 26
11 62 47
11 63 58
11 64 62
11 65 49
11 67 9
11 68 67
12 0 42
12 2 46
12 3 24
12 4 3
12 5 41
12 10 62
12 11 38
12 13 58
12 15 69
12 16 18
12 17 43
12 18 34
12 19 7
12 20 31
12 21 51
12 22 40
12 24 5
12 25 48
12 26 54
12 27 26
12 29 33
12 30 15
12 31 12
12 32 17
12 35 9
12 36 35
12 37 61
12 38 32
12 39 55
12 40 47
12 42 22
12 43 36
12 46 20
12 48 19
12 49 2
12 50 25
12 51 1
12 52 29
12 53 27
12 55 57
12 56 21
12 57 37
12 58 65
12 59 64
12 61 67
12 62 11
12 63 16
12 64 30
12 65 0
12 66 66
12 67 68
12 69 53
13 0 17
13 2 1
13 3 38
13 4 11
13 5 15
13 7 61
13 8 0
13 9 33
13 12 10
13 13 67
13 14 28
13 15 9
13 17 20
13 21 45
13 22 5
13 23 25
13 24 2
13 25 14
13 26 66
13 28 51
13 30 22
13 31 7
13 32 32
13 34 43
13 35 18
13 36 27
13 37 34
13 38 4
13 39 21
13 40 35
13 42 60
13 43 13
13 44 6
13 45 58
13 46 63
13 48 53
13 49 8
13 50 68
13 51 69
13 52 52
13 53 12
13 54 26
13 55 40
13 56 19
13 58 41
13 59 62
13 60 37
13 61 49
13 62 48
13 63 36
13 64 46
13 66 30
13 67 16
13 69 39
14 0 25
14 2 54
14 4 63
14 6 23
14 7 37
14 8 14
14 9 27
14 11 16
14 12 21
14 14 8
14 16 5
14 18 49
14 19 39
14 20 45
14 21 42
14 22 61
14 23 29
14 25 43
14 26 17
14 27 12
14 28 47
14 29 35
14 30 50
14 31 13
14 33 46
14 34 68
14 39 3
14 40 31
14 41 15
14 43 30
14 44 60
14 45 64
14 46 24
14 48 33
14 49 65
14 53 4
14 55 10
14 56 18
14 57 36
14 62 57
14 63 1
14 64 38
14 66 51
14 68 69
14 69 58
15 0 21
15 2 45
15 3 47
15 5 52
15 7 29
15 9 65
15 10 35
15 12 54
15 14 53
15 15 30
15 16 23
15 17 28
15 19 12
15 21 55
15 22 26
15 23 36
15 26 67
15 27 0
15 30 68
15 31 33
15 32 18
15 33 58
15 34 14
15 35 7
15 37 39
15 38 13
15 40 56
15 42 31
15 43 11
15 48 64
15 49 32
15 50 10
15 51 15
15 53 57
15 54 63
15 55 51
15 56 37
15 57 61
15 59 24
15 62 17
15 63 60
15 64 66
15 65 46
16 2 38
16 4 9
16 5 46
16 6 68
16 7 18
16 8 62
16 9 10
16 10 8
16 11 54
16 12 65
16 13 2
16 15 34
16 16 16
16 17 33
16 20 11
16 22 57
16 23 5
16 24 51
16 25 15
16 26 35
16 27 29
16 28 63
16 29 0
16 30 58
16 31 60
16 32 12
16 33 28
16 34 39
16 35 55
16 38 7
16 39 56
16 41 21
16 42 49
16 45 53
16 46 17
16 48 24
16 52 1
16 53 26
16 55 44
16 56 64
16 57 69
16 58 59
16 59 14
16 60 32
16 61 20
16 62 61
16 64 47
16 66 50
16 69 19
17 0 52
17 4 49
17 7 41
17 9 22
17 11 67
17 15 32
17 16 29
17 17 47
17 19 66
17 20 64
17 21 34
17 22 48
17 24 18
17 25 3
17 27 8
17 28 43
17 30 65
17 31 46
17 34 38
17 37 6
17 40 20
17 41 68
17 42 2
17 44 39
17 45 36
17 46 21
17 47 10
17 51 35
17 54 17
17 55 37
17 56 60
17 57 55
17 58 51
17 60 45
17 61 14
17 63 27
17 65 16
17 66 0
17 68 28
17 69 61
18 0 27
18 2 63
18 3 2
18 4 26
18 5 14
18 6 19
18 7 67
18 8 41
18 9 53
18 11 37
18 12 46
18 13 22
18 14 51
18 15 50
18 17 4
18 18 54
18 19 35
18 20 43
18 21 33
18 22 38
18 23 31
18 26 36
18 27 55
18 28 16
18 30 69
18 31 11
18 32 25
18 34 34
18 36 44
18 38 9
18 39 64
18 41 17
18 42 10
18 43 56
18 44 1
18 45 60
18 47 65
18 48 21
18 50 32
18 51 52
18 52 23
18 54 62
18 55 7
18 56 30
18 58 57
18 59 8
18 60 28
18 61 61
18 62 0
18 64 13
18 65 40
18 66 12
18 67 15
19 0 23
19 1 28
19 4 47
19 5 12
19 6 16
19 7 64
19 9 60
19 12 40
19 14 66
19 15 54
19 17 10
19 18 20
19 19 56
19 21 5
19 22 59
19 25 62
19 27 2
19 32 39
19 33 32
19 34 41
19 35 14
19 36 45
19 37 50
19 38 49
19 39 9
19 42 38
19 46 52
19 47 15
19 48 22
19 49 18
19 50 57
19 51 11
19 52 24
19 53 19
19 54 37
19 55 8
19 58 36
19 59 46
19 60 34
19 61 48
19 62 1
19 63 67
19 65 31
19 66 13
19 67 61
20 0 69
20 2 47
20 3 20
20 4 52
20 5 55
20 6 31
20 7 6
20 10 4
20 11 63
20 12 7
20 13 8
20 14 0
20 15 33
20 16 30
20 17 24
20 18 62
20 20 66
20 23 11
20 28 26
20 29 57
20 30 35
20 32 21
20 34 15
20 35 17
20 36 16
20 37 60
20 38 64
20 39 29
20 40 28
20 41 49
20 43 10
20 45 50
20 46 59
20 48 37
20 49 1
20 50 38
20 51 42
20 52 14
20 53 56
20 55 25
20 56 32
20 57 22
20 58 39
20 59 40
20 61 18
20 62 65
20 67 34
20 68 36
20 69 44
21 0 32
21 1 60
21 2 12
21 4 15
21 5 22
21 6 61
21 7 59
21 8 25
21 10 58
21 12 9
21 13 30
21 14 29
21 15 27
21 16 3
21 17 1
21 18 43
21 19 34
21 20 65
21 21 13
21 22 33
21 23 50
21 24 14
21 25 36
21 26 20
21 27 6
21 29 24
21 30 5
21 33 16
21 35 54
21 36 62
21 38 19
21 39 41
21 42 18
21 44 26
21 45 45
21 46 46
21 47 31
21 49 47
21 50 17
21 51 55
21 52 10
21 53 42
21 57 23
21 58 68
21 59 48
21 60 67
21 61 4
21 64 8
21 66 40
21 67 37
21 68 35
21 69 7
22 2 69
22 4 36
22 5 58
22 6 33
22 7 10
22 8 64
22 9 4
22 10 9
22 12 61
22 14 50
22 18 45
22 20 41
22 21 6
22 22 34
22 23 56
22 24 59
22 25 47
22 26 24
22 27 37
22 28 28
22 30 44
22 31 2
22 32 68
22 35 67
22 36 30
22 38 55
22 39 22
22 41 42
22 42 57
22 43 27
22 44 53
22 45 16
22 46 60
22 47 0
22 51 65
22 52 20
22 53 46
22 54 38
22 55 32
22 57 48
22 59 12
22 60 1
22 61 63
22 62 3
22 63 19
22 65 21
22 68 40
23 0 13
23 1 67
23 3 35
23 4 10
23 7 56
23 9 5
23 11 27
23 12 44
23 14 26
23 15 38
23 16 28
23 20 29
23 21 48
23 23 55
23 24 68
23 25 42
23 27 25
23 28 17
23 29 54
23 30 1
23 33 60
23 37 46
23 38 57
23 40 23
23 41 24
23 42 9
23 44 20
23 45 33
23 47 64
23 48 8
23 51 19
23 52 65
23 53 58
23 55 34
23 56 6
23 58 14
23 59 52
23 60 22
23 61 32
23 63 40
23 64 36
23 66 21
23 67 39
23 68 30
24 3 65
24 5 28
24 6 5
24 8 16
24 9 1
24 10 63
24 13 21
24 14 6
24 18 10
24 19 8
24 20 38
24 21 46
24 23 51
24 25 4
24 26 57
24 27 23
24 28 64
24 29 41
24 30 34
24 31 67
24 33 39
24 34 22
24 35 52
24 42 11
24 43 43
24 44 0
24 45 20
24 46 66
24 47 3
24 48 14
24 52 30
24 53 54
24 54 27
24 55 50
24 56 62
24 57 60
24 60 36
24 62 55
24 63 37
24 64 29
24 67 45
24 69 40
25 1 36
25 4 51
25 6 17
25 9 29
25 10 55
25 11 21
25 12 35
25 13 40
25 15 68
25 16 54
25 18 28
25 19 10
25 20 33
25 21 63
25 22 24
25 24 46
25 25 38
25 26 37
25 27 22
25 28 18
25 29 69
25 32 60
25 33 8
25 34 49
25 35 43
25 37 47
25 38 1
25 40 6
25 41 56
25 42 30
25 44 32
25 47 14
25 50 15
25 51 7
25 52 2
25 53 48
25 55 12
25 56 26
25 57 3
25 58 66
25 59 44
25 60 11
25 61 53
25 63 42
25 65 41
25 66 67
25 67 58
25 68 13
26 0 3
26 1 21
26 2 8
26 4 16
26 5 61
26 6 9
26 9 0
26 10 28
26 11 47
26 12 53
26 14 63
26 15 29
26 16 51
26 18 38
26 20 36
26 21 31
26 24 62
26 26 27
26 28 15
26 30 20
26 31 1
26 32 58
26 33 10
26 34 52
26 35 25
26 37 18
26 38 33
26 40 67
26 41 41
26 42 5
26 43 42
26 44 11
26 45 4
26 46 23
26 47 2
26 48 30
26 49 55
26 50 50
26 51 46
26 52 59
26 53 66
26 57 44
26 58 69
26 61 24
26 62 45
26 63 7
26 64 19
26 65 13
26 66 37
26 67 22
26 68 14
26 69 17
27 0 29
27 2 9
27 4 39
27 5 63
27 6 36
27 7 44
27 14 24
27 15 58
27 17 42
27 18 3
27 19 13
27 20 16
27 27 18
27 29 68
27 31 21
27 32 6
27 33 51
27 34 69
27 35 37
27 36 61
27 37 64
27 40 12
27 43 17
27 44 23
27 45 26
27 47 54
27 49 5
27 50 55
27 51 60
27 52 38
27 53 1
27 55 62
27 57 32
27 59 56
27 60 41
27 61 57
27 64 22
27 66 25
27 68 52
27 69 34
28 1 30
28 2 2
28 3 59
28 4 8
28 7 51
28 9 66
28 10 43
28 11 15
28 12 0
28 15 67
28 18 7
28 19 38
28 20 21
28 21 61
28 24 41
28 25 10
28 27 19
28 28 60
28 29 64
28 30 37
28 31 49
28 32 62
28 33 4
28 34 40
28 35 6
28 36 57
28 37 16
28 38 17
28 39 14
28 40 32
28 41 25
28 43 47
28 44 63
28 46 11
28 47 52
28 48 58
28 49 3
28 51 50
28 52 36
28 53 33
28 55 9
28 56 1
28 61 23
28 62 18
28 64 68
28 65 12
28 69 28
29 0 50
29 1 15
29 2 16
29 3 27
29 4 5
29 5 51
29 6 67
29 8 4
29 11 69
29 12 17
29 13 11
29 15 0
29 16 24
29 19 32
29 20 46
29 21 49
29 23 47
29 24 37
29 26 61
29 28 45
29 30 66
29 31 19
29 32 9
29 33 59
29 34 8
29 36 38
29 37 44
29 38 42
29 39 54
29 40 58
29 42 64
29 44 52
29 45 35
29 46 7
29 48 57
29 49 56
29 51 2
29 52 63
29 57 25
29 58 3
29 62 6
29 63 43
29 64 39
29 65 1
29 66 26
29 67 40
29 68 41
29 69 62
30 0 59
30 1 24
30 2 21
30 3 30
30 4 40
30 5 3
30 8 6
30 10 61
30 12 15
30 15 17
30 16 27
30 17 8
30 18 36
30 19 54
30 20 62
30 21 12
30 22 1
30 23 10
30 25 2
30 27 48
30 29 26
30 30 38
30 31 32
30 32 5
30 34 42
30 36 29
30 37 63
30 38 51
30 39 52
30 40 41
30 41 7
30 44 35
30 45 0
30 46 58
30 47 53
30 49 66
30 51 37
30 53 9
30 54 55
30 55 33
30 56 11
30 57 47
30 58 56
30 59 43
30 60 18
30 61 19
30 62 49
30 65 34
30 66 4
30 67 57
30 68 45
30 69 64
31 0 37
31 1 1
31 2 59
31 3 60
31 7 28
31 10 57
31 11 31
31 13 47
31 14 11
31 15 49
31 16 20
31 17 61
31 18 68
31 19 14
31 20 5
31 21 18
31 22 43
31 23 15
31 24 4
31 26 21
31 27 35
31 28 56
31 29 19
31 31 17
31 32 36
31 35 63
31 37 2
31 38 38
31 39 44
31 40 45
31 41 46
31 42 3
31 44 50
31 46 8
31 47 12
31 48 0
31 49 25
31 50 48
31 51 39
31 52 66
31 53 62
31 56 51
31 57 27
31 59 32
31 60 13
31 61 58
31 63 9
31 64 24
31 65 67
31 67 53
31 69 29
32 0 58
32 1 13
32 3 46
32 5 36
32 8 50
32 10 42
32 14 4
32 15 56
32 18 17
32 19 63
32 21 57
32 22 60
32 23 40
32 24 25
32 25 23
32 27 15
32 28 2
32 29 14
32 30 67
32 31 37
32 32 45
32 33 26
32 35 16
32 36 64
32 37 65
32 38 61
32 39 38
32 41 54
32 44 41
32 45 48
32 46 35
32 47 51
32 48 29
32 50 6
32 51 0
32 53 21
32 54 53
32 55 3
32 58 18
32 59 31
32 60 47
32 61 39
32 63 55
32 65 10
32 67 1
32 68 20
32 69 9
33 0 18
33 1 19
33 2 27
33 3 3
33 4 50
33 8 35
33 9 39
33 10 52
33 11 60
33 12 51
33 13 16
33 14 13
33 15 11
33 16 21
33 17 14
33 18 33
33 19 47
33 20 26
33 22 22
33 23 17
33 25 69
33 26 41
33 27 43
33 29 4
33 30 42
33 32 65
33 34 56
33 35 32
33 36 67
33 40 29
33 41 10
33 42 37
33 43 54
33 44 12
33 45 5
33 46 31
33 47 66
33 48 23
33 49 68
33 50 45
33 51 59
33 52 48
33 54 30
33 58 1
33 59 55
33 61 38
33 62 20
33 63 28
33 64 7
33 66 61
33 67 44
33 68 0
34 1 65
34 2 34
34 3 23
34 5 5
34 6 32
34 8 29
34 9 19
34 10 6
34 11 26
34 12 37
34 13 38
34 14 59
34 15 47
34 17 3
34 18 64
34 19 16
34 20 61
34 22 45
34 24 49
34 25 39
34 26 2
34 27 66
34 28 9
34 30 51
34 32 52
34 33 42
34 35 68
34 38 18
34 39 1
34 43 35
34 44 46
34 46 28
34 47 40
34 48 4
34 49 67
34 51 62
34 52 53
34 53 60
34 54 36
34 55 17
34 56 24
34 57 21
34 58 54
34 59 15
34 60 48
34 61 27
34 62 12
34 65 56
34 66 55
34 67 8
35 0 47
35 1 2
35 2 33
35 3 66
35 4 27
35 8 12
35 11 58
35 12 22
35 13 34
35 15 40
35 16 67
35 17 38
35 18 42
35 19 44
35 20 30
35 23 52
35 24 64
35 26 39
35 27 3
35 28 0
35 30 19
35 31 57
35 32 41
35 33 49
35 34 18
35 35 5
35 36 15
35 37 31
35 38 50
35 39 68
35 43 37
35 44 21
35 45 28
35 46 29
35 47 62
35 48 9
35 52 13
35 56 23
35 58 7
35 59 1
35 61 54
35 62 32
35 63 8
35 64 51
35 66 20
35 67 36
35 68 55
36 1 40
36 2 57
36 3 44
36 6 37
36 8 18
36 9 17
36 11 46
36 12 66
36 14 36
36 15 28
36 16 41
36 18 69
36 19 1
36 21 10
36 23 54
36 24 52
36 25 16
36 26 8
36 28 31
36 29 9
36 30 48
36 31 6
36 32 29
36 34 50
36 35 33
36 37 22
36 38 27
36 39 47
36 41 45
36 42 19
36 43 23
36 44 4
36 45 39
36 46 68
36 47 38
36 48 7
36 51 67
36 54 21
36 55 35
36 56 59
36 57 34
36 58 58
36 59 42
36 60 30
36 61 5
36 62 13
36 63 26
36 64 56
36 65 11
36 67 65
36 68 63
36 69 0
37 2 30
37 3 10
37 4 35
37 5 16
37 6 47
37 7 7
37 8 21
37 10 67
37 11 32
37 12 36
37 13 64
37 15 45
37 16 44
37 17 49
37 18 57
37 20 8
37 21 53
37 22 27
37 24 50
37 26 46
37 27 39
37 28 22
37 30 9
37 31 65
37 34 4
37 36 1
37 37 42
37 40 69
37 41 2
37 42 51
37 43 55
37 45 3
37 46 13
37 49 40
37 53 28
37 54 48
37 55 56
37 56 58
37 58 62
37 59 29
37 60 25
37 61 11
37 63 17
37 64 61
37 65 43
37 67 26
37 68 19
38 0 62
38 2 58
38 3 21
38 4 13
38 6 65
38 7 54
38 8 40
38 10 60
38 12 59
38 15 43
38 16 1
38 17 67
38 18 27
38 19 9
38 20 17
38 23 66
38 24 34
38 25 22
38 26 49
38 28 10
38 29 50
38 31 51
38 32 26
38 34 63
38 35 41
38 36 3
38 37 11
38 38 2
38 40 44
38 41 47
38 42 0
38 44 7
38 45 8
38 46 37
38 49 64
38 51 30
38 52 25
38 53 14
38 54 61
38 56 15
38 57 28
38 58 12
38 59 69
38 60 19
38 61 29
38 62 23
38 63 45
38 64 42
38 65 55
38 66 56
38 67 32
39 0 14
39 1 22
39 3 58
39 4 45
39 5 29
39 6 28
39 7 57
39 8 46
39 9 25
39 10 12
39 11 30
39 12 27
39 13 19
39 14 7
39 15 36
39 16 53
39 17 65
39 20 1
39 21 8
39 22 15
39 23 35
39 24 66
39 25 31
39 26 5
39 27 10
39 31 16
39 32 3
39 33 11
39 34 61
39 35 21
39 37 67
39 38 68
39 39 4
39 40 64
39 42 23
39 43 20
39 45 47
39 46 51
39 47 41
39 48 63
39 49 62
39 50 37
39 51 33
39 52 9
39 53 44
39 54 0
39 55 18
39 56 34
39 57 17
39 60 42
39 61 2
39 62 24
39 63 56
39 64 52
39 65 50
39 66 39
39 67 13
39 68 49
40 1 25
40 2 64
40 4 22
40 7 5
40 8 2
40 9 8
40 10 49
40 13 1
40 14 46
40 15 20
40 17 7
40 18 35
40 19 37
40 21 60
40 22 30
40 23 23
40 24 6
40 25 52
40 26 68
40 28 24
40 29 11
40 31 10
40 33 43
40 34 26
40 35 56
40 36 50
40 37 41
40 38 65
40 40 63
40 41 38
40 43 40
40 45 21
40 46 42
40 47 4
40 49 9
40 50 36
40 51 17
40 52 58
40 54 34
40 55 14
40 60 66
40 61 31
40 62 54
40 63 15
40 64 69
40 65 44
40 66 45
40 68 59
41 0 5
41 3 1
41 6 41
41 9 20
41 10 45
41 12 64
41 17 0
41 21 30
41 22 56
41 23 2
41 24 48
41 25 68
41 26 28
41 28 55
41 29 37
41 30 11
41 33 31
41 34 16
41 35 23
41 36 43
41 38 59
41 39 50
41 41 18
41 42 62
41 44 15
41 45 25
41 46 12
41 47 8
41 48 35
41 50 54
41 51 27
41 53 51
41 54 47
41 55 4
41 59 67
41 60 49
41 63 13
41 64 40
41 65 69
41 68 10
41 69 26
42 0 31
42 1 51
42 3 68
42 4 32
42 5 9
42 6 21
42 7 30
42 9 58
42 11 50
42 13 14
42 14 45
42 15 1
42 16 69
42 17 57
42 18 63
42 20 2
42 24 29
42 26 6
42 27 4
42 28 54
42 29 23
42 30 52
42 31 3
42 32 37
42 33 27
42 34 53
42 35 15
42 37 25
42 38 36
42 40 38
42 41 33
42 42 65
42 45 24
42 46 47
42 47 43
42 48 44
42 49 49
42 50 61
42 51 13
42 53 34
42 54 59
42 55 11
42 56 42
42 57 35
42 58 10
42 61 55
42 63 62
42 64 26
42 66 22
42 67 20
42 68 7
42 69 12
43 0 9
43 1 45
43 2 36
43 3 48
43 4 44
43 5 37
43 6 0
43 9 7
43 11 41
43 14 12
43 16 47
43 17 25
43 18 51
43 20 13
43 21 22
43 22 14
43 23 63
43 25 56
43 26 55
43 28 35
43 29 27
43 30 31
43 31 30
43 33 38
43 34 19
43 36 34
43 38 52
43 40 15
43 41 26
43 42 33
43 43 29
43 44 62
43 45 40
43 47 5
43 49 39
43 50 64
43 51 21
43 52 68
43 53 49
43 54 18
43 56 4
43 57 54
43 59 28
43 60 8
43 61 50
43 62 60
43 64 1
43 65 24
43 66 2
43 68 11
43 69 69
44 1 55
44 2 40
44 3 36
44 4 7
44 5 47
44 8 54
44 9 12
44 10 51
44 11 53
44 12 33
44 13 4
44 14 60
44 15 35
44 17 31
44 18 46
44 20 15
44 21 58
44 22 23
44 23 59
44 24 22
44 25 57
44 27 16
44 30 29
44 32 34
44 33 17
44 34 24
44 35 8
44 36 13
44 37 26
44 40 62
44 42 6
44 45 66
44 48 11
44 50 9
44 51 5
44 52 21
44 53 10
44 54 65
44 55 19
44 57 64
44 58 0
44 60 38
44 61 45
44 63 25
44 64 48
44 66 3
44 67 14
44 68 43
44 69 52
45 1 18
45 4 24
45 5 31
45 6 43
45 7 32
45 10 0
45 11 61
45 12 25
45 13 3
45 14 48
45 15 64
45 17 45
45 18 13
45 19 68
45 20 59
45 21 66
45 22 2
45 25 63
45 29 15
45 30 41
45 36 56
45 37 1
45 39 34
45 40 46
45 41 62
45 42 42
45 43 50
45 45 14
45 49 54
45 50 53
45 51 12
45 52 67
45 54 7
45 56 39
45 57 58
45 58 21
45 59 37
45 60 26
45 61 6
45 62 29
45 64 4
45 65 28
45 66 9
45 67 33
45 68 5
45 69 11
46 0 64
46 2 66
46 3 8
46 4 56
46 6 13
46 7 27
46 9 15
46 10 30
46 14 1
46 15 3
46 16 36
46 18 21
46 19 25
46 20 20
46 22 7
46 25 17
46 26 53
46 27 38
46 30 60
46 33 9
46 35 49
46 37 48
46 38 23
46 39 33
46 40 18
46 43 19
46 44 16
46 45 52
46 46 69
46 47 34
46 48 26
46 49 28
46 50 58
46 51 63
46 53 55
46 54 50
46 57 43
46 58 67
46 59 57
46 61 42
46 64 41
46 67 24
46 68 68
46 69 2
47 0 39
47 2 52
47 4 42
47 5 53
47 6 4
47 7 21
47 10 32
47 11 20
47 12 29
47 13 56
47 15 19
47 16 8
47 18 2
47 19 62
47 20 25
47 22 50
47 23 33
47 24 54
47 25 12
47 27 11
47 28 7
47 29 44
47 31 48
47 32 15
47 33 66
47 35 24
47 36 68
47 37 37
47 39 6
47 40 61
47 41 22
47 42 27
47 46 40
47 47 63
47 49 36
47 51 9
47 53 16
47 54 1
47 55 23
47 56 67
47 57 10
47 58 28
47 60 31
